iter	Passed	Remaining
1142	37544	159539
1143	37578	159509
1144	37615	159494
1145	37648	159465
1146	37683	159442
1147	37717	159410
1148	37753	159392
1149	37790	159375
1150	37827	159363
1151	37865	159350
1152	37902	159333
1153	37936	159306
1154	37968	159270
1155	38005	159254
1156	38042	159237
1157	38077	159213
1158	38110	159183
1159	38147	159166
1160	38185	159153
1161	38221	159135
1162	38254	159102
1163	38289	159077
1164	38323	159049
1165	38359	159031
1166	38395	159011
1167	38432	158996
1168	38465	158963
1169	38500	158937
1170	38534	158909
1171	38574	158904
1172	38609	158883
1173	38643	158852
1174	38678	158827
1175	38716	158817
1176	38750	158786
1177	38787	158770
1178	38819	158736
1179	38857	158721
1180	38893	158704
1181	38930	158686
1182	38966	158664
1183	39004	158654
1184	39035	158612
1185	39067	158574
1186	39100	158542
1187	39134	158515
1188	39164	158470
1189	39194	158425
1190	39229	158399
1191	39259	158353
1192	39289	158311
1193	39328	158301
1194	39365	158283
1195	39403	158272
1196	39438	158249
1197	39472	158221
1198	39506	158192
1199	39536	158146
1200	39569	158111
1201	39601	158078
1202	39636	158053
1203	39667	158009
1204	39698	157970
1205	39734	157947
1206	39762	157898
1207	39798	157875
1208	39837	157867
1209	39882	157882
1210	39915	157848
1211	39946	157810
1212	39982	157786
1213	40018	157765
1214	40065	157789
1215	40106	157786
1216	40139	157754
1217	40177	157742
1218	40207	157697
1219	40237	157651
1220	40280	157659
1221	40314	157629
1222	40355	157627
1223	40391	157605
1224	40423	157567
1225	40452	157522
1226	40495	157526
1227	40535	157521
1228	40569	157492
1229	40597	157439
1230	40639	157439
1231	40669	157396
1232	40700	157355
1233	40734	157327
1234	40766	157289
1235	40799	157254
1236	40833	157227
1237	40865	157190
1238	40901	157168
1239	40934	157134
1240	40968	157104
1241	41003	157081
1242	41031	157029
1243	41061	156983
1244	41100	156974
1245	41131	156933
1246	41163	156895
1247	41194	156855
1248	41224	156812
1249	41260	156790
1250	41292	156751
1251	41331	156744
1252	41364	156711
1253	41394	156666
1254	41451	156722
1255	41480	156673
1256	41511	156632
1257	41550	156622
1258	41582	156588
1259	41614	156548
1260	41651	156532
1261	41685	156503
1262	41718	156470
1263	41751	156435
1264	41783	156398
1265	41815	156363
1266	41850	156337
1267	41878	156285
1268	41909	156245
1269	41938	156197
1270	41970	156160
1271	42001	156119
1272	42033	156081
