iter	RMSE
546	129.2267628
547	129.1620331
548	129.1093558
549	129.0322211
550	128.91854
551	128.8570524
552	128.7916586
553	128.7147314
554	128.6271753
555	128.530584
556	128.4593476
557	128.3820566
558	128.3200723
559	128.2669142
560	128.1601481
561	128.0716094
562	128.004877
563	127.9667611
564	127.9128553
565	127.8626113
566	127.7944165
567	127.7223702
568	127.6605359
569	127.6063366
570	127.5436066
571	127.4710083
572	127.4198767
573	127.3461203
574	127.2633288
575	127.165617
576	127.0914414
577	126.9934607
578	126.946283
579	126.8634219
580	126.8127198
581	126.7275336
582	126.6671766
583	126.6039759
584	126.5345286
585	126.4419002
586	126.3588162
587	126.2834932
588	126.1963891
589	126.1329015
590	126.0421073
591	125.9674576
592	125.8549637
593	125.8083241
594	125.6813033
595	125.5925897
596	125.5465156
597	125.4872633
598	125.4511731
599	125.4091224
600	125.3569218
601	125.3082205
602	125.2466369
603	125.1875264
604	125.1129183
605	125.0440858
606	124.9680158
607	124.9074989
608	124.8253543
609	124.7707397
610	124.7049097
611	124.6264573
612	124.5753164
613	124.5149209
614	124.4586515
615	124.3417589
616	124.2596696
617	124.1412956
618	124.0955105
619	124.046887
620	123.9795603
621	123.8766418
622	123.8122424
623	123.76528
624	123.7146394
625	123.6773514
626	123.6192599
627	123.5177977
628	123.4672575
629	123.3960687
630	123.3361699
631	123.2369316
632	123.1561897
633	123.0890567
634	122.9994252
635	122.9442773
636	122.8301044
637	122.748669
638	122.648367
639	122.5715195
640	122.4839796
641	122.4409138
642	122.383585
643	122.3225193
644	122.2233499
645	122.1309352
646	122.0646776
647	122.0253095
648	121.9667882
649	121.874889
650	121.7854343
651	121.6789824
652	121.6129375
653	121.5493765
654	121.4979439
655	121.386948
656	121.328039
657	121.2664495
658	121.2177857
659	121.1532628
660	121.0968458
661	121.0359025
662	120.9843798
663	120.9378892
664	120.8927067
665	120.800291
666	120.7072362
667	120.6273974
668	120.5677785
669	120.5181923
670	120.4446692
671	120.3799228
672	120.3003463
673	120.2422722
674	120.2005552
675	120.1343125
676	120.0792151
677	120.0123828
678	119.9277282
679	119.8718861
680	119.7781524
681	119.7175756
682	119.6593487
683	119.5881699
684	119.5138626
685	119.4244254
686	119.3801084
687	119.311891
688	119.220276
689	119.1529871
690	119.0863917
691	119.0304091
692	118.983739
693	118.9153303
694	118.8754766
695	118.8086836
696	118.7383869
697	118.6868002
698	118.6308027
699	118.5431844
700	118.5014809
701	118.4545227
702	118.4104536
703	118.3316563
704	118.2847987
705	118.2205166
706	118.1233174
707	118.01643
708	117.9519522
709	117.9036703
710	117.8217417
711	117.7836682
712	117.7236617
713	117.6761008
714	117.645802
715	117.5886277
716	117.5302966
717	117.4902855
718	117.415672
719	117.3279943
720	117.2662707
721	117.2114233
722	117.1552593
723	117.1087624
724	117.0766369
725	117.0341463
726	116.9547807
727	116.8910074
728	116.8543681
729	116.7993763
730	116.7073482
731	116.648358
732	116.5927362
733	116.5373256
734	116.4716361
735	116.4128192
736	116.3485207
737	116.2925521
738	116.2240497
739	116.1501592
740	116.1240976
741	116.0874114
742	116.0412426
743	115.9684371
744	115.9187438
745	115.8415411
746	115.7830571
747	115.7495276
748	115.7175778
749	115.6854897
750	115.6259392
751	115.583014
752	115.5320996
753	115.4710568
754	115.4073055
755	115.3351035
756	115.2806419
757	115.2149929
758	115.1722529
759	115.0729546
760	115.0224056
761	114.9633387
762	114.8940101
763	114.8607881
764	114.8173098
765	114.717234
766	114.6734679
767	114.6473073
768	114.622655
769	114.5713069
770	114.5225684
771	114.4295139
772	114.371782
773	114.3138263
774	114.2478679
775	114.2206923
776	114.1790466
777	114.1308563
778	114.0940994
779	114.0349492
780	114.0030734
781	113.9375445
782	113.8813382
783	113.8074911
784	113.7588827
785	113.690328
786	113.6522807
787	113.6096205
788	113.5533181
789	113.5100204
790	113.4510584
791	113.4125838
792	113.3810197
793	113.3154412
794	113.2466457
795	113.179591
796	113.1290077
797	113.0530322
798	112.9974011
799	112.9541408
800	112.9017764
801	112.8505216
802	112.7868057
803	112.7451079
804	112.6982464
805	112.6293658
806	112.587406
807	112.4897925
808	112.4491724
809	112.4146467
810	112.3585363
811	112.2941323
812	112.2592517
813	112.2153435
814	112.186637
815	112.1445403
816	112.0886947
817	112.0073355
818	111.9667185
819	111.9077212
820	111.8348398
821	111.8084666
822	111.7547345
823	111.7237736
824	111.6605668
825	111.6252328
826	111.5737951
827	111.5295184
828	111.4541132
829	111.4050295
830	111.3443456
831	111.2989312
832	111.2573568
833	111.2032188
834	111.1382488
835	111.1072435
836	111.0736176
837	111.0433876
838	110.9913749
839	110.9507036
840	110.9066784
841	110.8319312
842	110.7682712
843	110.7248792
844	110.6806161
845	110.6003837
846	110.569984
847	110.5247634
848	110.4198939
849	110.3903724
850	110.3278018
851	110.29716
852	110.2442106
853	110.206055
854	110.1568885
855	110.1191621
856	110.0829207
857	110.0584625
858	110.0257144
859	109.9778921
860	109.942469
861	109.9033902
862	109.8633296
863	109.8075019
864	109.7545056
865	109.7002901
866	109.6164059
867	109.5640613
868	109.5194231
869	109.4568985
870	109.3937984
871	109.3525905
872	109.2691866
873	109.2458801
874	109.21265
875	109.1506519
876	109.07507
877	109.0267076
878	108.9752023
879	108.9087506
880	108.8823669
881	108.8513033
882	108.8145972
883	108.7652418
884	108.7345608
885	108.697521
886	108.6517805
887	108.6029868
888	108.5658293
889	108.4959852
890	108.4640175
891	108.4105474
892	108.3598426
893	108.3133385
894	108.2455627
895	108.1934607
896	108.150895
897	108.1204103
898	108.0814991
899	108.0426136
900	107.9969864
901	107.9538193
902	107.9229558
903	107.8910617
904	107.8532746
905	107.7931315
906	107.7670694
907	107.7156919
908	107.6876696
909	107.628984
910	107.6006935
911	107.5729181
912	107.5225712
913	107.4785758
914	107.4323206
915	107.3696838
916	107.3342176
917	107.3032865
918	107.2301053
919	107.1755118
920	107.1473616
921	107.0989363
922	107.0509309
923	107.0056158
924	106.9692624
925	106.9208489
926	106.881932
927	106.8397104
928	106.7714244
929	106.7253219
930	106.6997429
931	106.6629318
932	106.5984042
933	106.5567282
934	106.5218777
935	106.4645546
936	106.404539
937	106.3635352
938	106.3399559
939	106.268201
940	106.2417452
941	106.2013948
942	106.1522519
943	106.118359
944	106.0770395
945	106.0347806
946	105.9947962
947	105.9482976
948	105.9186009
949	105.8541283
950	105.8353113
951	105.771411
952	105.7368197
953	105.6970713
954	105.6715888
955	105.6374662
956	105.6016543
957	105.5461724
958	105.5108949
959	105.4602103
960	105.426939
961	105.3749953
962	105.3292597
963	105.2946188
964	105.2615361
965	105.2339547
966	105.1833658
967	105.1383898
968	105.1040561
969	105.0735134
970	105.0334572
971	104.9959825
972	104.9521799
973	104.9201922
974	104.859778
975	104.836349
976	104.8008895
977	104.7463345
978	104.7251043
979	104.6772066
980	104.622139
981	104.5942406
982	104.5495148
983	104.5228864
984	104.4868249
985	104.4638973
986	104.438362
987	104.4165237
988	104.3650042
989	104.3272436
990	104.276835
991	104.2417068
992	104.2129531
993	104.1689818
994	104.1522236
995	104.0924325
996	104.0616896
997	104.0346648
998	103.9969833
999	103.9548845
1000	103.9071817
1001	103.8790382
1002	103.847693
1003	103.7914031
1004	103.7692096
1005	103.718504
1006	103.6832674
1007	103.6368324
1008	103.6126147
1009	103.5797647
1010	103.5585339
1011	103.5223559
1012	103.481
1013	103.4462517
1014	103.4093482
1015	103.3740583
1016	103.3233544
1017	103.279953
1018	103.2421391
1019	103.1958958
1020	103.1608227
1021	103.1216113
1022	103.0884478
1023	103.0726918
1024	103.048984
1025	103.0151286
1026	102.9830344
1027	102.9599919
1028	102.9155138
1029	102.8895793
1030	102.855485
1031	102.8074275
1032	102.7519469
1033	102.7080017
1034	102.6733624
1035	102.6313665
1036	102.5811929
1037	102.5460891
1038	102.514173
1039	102.4770911
1040	102.4339285
1041	102.3824798
1042	102.3421207
1043	102.2940676
1044	102.2745161
1045	102.2502284
1046	102.2029837
1047	102.1560805
1048	102.1002578
1049	102.0418398
1050	102.0077403
1051	101.9739318
1052	101.9286208
1053	101.8762099
1054	101.8416636
1055	101.8062084
1056	101.778251
1057	101.7399098
1058	101.7031586
1059	101.6839315
1060	101.6424961
1061	101.6116541
1062	101.5715739
1063	101.5510087
1064	101.5159365
1065	101.463868
1066	101.4347085
1067	101.3814973
1068	101.3403718
1069	101.3209863
1070	101.2833908
1071	101.2508904
1072	101.2169723
1073	101.1909323
1074	101.1605184
1075	101.1061124
1076	101.0691178
1077	101.0280565
1078	100.982887
1079	100.941465
1080	100.9006017
1081	100.8546614
1082	100.8237566
1083	100.7640571
1084	100.7363218
1085	100.6950322
1086	100.6465804
1087	100.5977911
1088	100.5533874
1089	100.5186641
1090	100.4853833
1091	100.4546813
1092	100.3955896
1093	100.3648094
1094	100.3404984
1095	100.3222138
1096	100.2872094
1097	100.2558588
1098	100.2434269
1099	100.2189057
1100	100.1951191
1101	100.1608406
1102	100.127281
1103	100.0856832
1104	100.0491242
1105	100.0185141
1106	99.97378966
1107	99.92928937
1108	99.90785699
1109	99.87049749
1110	99.83928015
1111	99.81761222
1112	99.76374763
1113	99.73330791
1114	99.71042975
1115	99.64931658
1116	99.60585669
1117	99.55647613
1118	99.51538773
1119	99.45056398
1120	99.41438783
1121	99.38791197
1122	99.34623239
1123	99.32039121
1124	99.29551523
1125	99.275507
1126	99.25321878
1127	99.22090065
1128	99.18921253
1129	99.15022855
1130	99.10249567
1131	99.07870517
1132	99.04299839
1133	99.00617775
1134	98.97485312
1135	98.95072992
1136	98.92182414
1137	98.89315368
1138	98.86315616
1139	98.82646062
1140	98.80638098
1141	98.77517519
1142	98.74987008
1143	98.73408377
1144	98.71680394
1145	98.69275808
1146	98.67425901
1147	98.63879478
1148	98.57835319
1149	98.52546787
1150	98.50009575
1151	98.46735132
1152	98.4414429
1153	98.39821712
1154	98.36429655
1155	98.32087688
1156	98.28412357
1157	98.26368951
1158	98.23542722
1159	98.17226231
1160	98.13582034
1161	98.11425353
1162	98.08892195
1163	98.07688143
1164	98.05472548
1165	98.03031118
1166	97.99838736
1167	97.95631904
1168	97.93381617
1169	97.88540363
1170	97.8455522
1171	97.81785008
1172	97.77771571
1173	97.7541199
1174	97.72565884
1175	97.68556371
1176	97.66670811
1177	97.62701068
1178	97.60463005
1179	97.57001383
1180	97.54103567
1181	97.49810788
1182	97.47097717
1183	97.4516325
1184	97.41309883
1185	97.37882515
1186	97.35605933
1187	97.32551105
1188	97.29872799
1189	97.28276581
1190	97.27092208
1191	97.24568477
1192	97.20914628
1193	97.18599168
1194	97.16270777
1195	97.12210051
1196	97.07970469
1197	97.0537222
1198	97.0268585
1199	96.99142649
1200	96.96233122
1201	96.92352756
1202	96.87507877
1203	96.82924092
1204	96.81174265
1205	96.7785076
1206	96.73322782
1207	96.70184117
1208	96.65974079
1209	96.6273364
1210	96.58843798
1211	96.55238963
1212	96.53297232
1213	96.51569397
1214	96.48153588
1215	96.45460318
1216	96.4203976
1217	96.37801204
1218	96.36561142
1219	96.32592908
1220	96.2969916
1221	96.2438678
1222	96.22560122
1223	96.19798364
1224	96.17505137
1225	96.15179891
1226	96.12609923
1227	96.1006807
1228	96.05849879
1229	96.03190224
1230	96.00891329
1231	95.97522756
1232	95.9445934
1233	95.91037222
1234	95.87322463
1235	95.83673246
1236	95.81914139
1237	95.79957198
1238	95.76590866
1239	95.72752083
1240	95.6917458
1241	95.65976548
1242	95.64100053
1243	95.60511662
1244	95.58541637
1245	95.55328829
1246	95.52568516
1247	95.50231464
1248	95.47846751
1249	95.46241051
1250	95.44342195
1251	95.42065543
1252	95.40477868
1253	95.38923953
1254	95.35816319
1255	95.32609152
1256	95.30458798
1257	95.28475023
1258	95.27044571
1259	95.23385391
1260	95.2059731
1261	95.18252976
1262	95.15943904
1263	95.10953257
1264	95.08611556
1265	95.06725923
1266	95.04998535
1267	95.02852364
1268	94.99130547
1269	94.96395267
1270	94.94126272
1271	94.89851911
1272	94.87445519
1273	94.85487262
1274	94.821487
1275	94.79055173
1276	94.76908489
1277	94.73295748
1278	94.70731309
1279	94.68082727
1280	94.66223416
1281	94.63955786
1282	94.61876463
1283	94.59510128
1284	94.56416305
1285	94.53775469
1286	94.51120448
1287	94.49433816
1288	94.45707555
1289	94.42906838
1290	94.39976186
1291	94.37517496
1292	94.34203909
1293	94.31457221
1294	94.29510071
1295	94.27749419
1296	94.25170865
1297	94.22887601
1298	94.20199605
1299	94.17802317
1300	94.13956014
1301	94.10103137
1302	94.08303234
1303	94.06337147
1304	94.0295728
1305	94.00155363
1306	93.95643069
1307	93.93563111
1308	93.91523249
1309	93.89290913
1310	93.86988654
1311	93.84242618
1312	93.81709952
1313	93.79366123
1314	93.77283301
1315	93.74505022
1316	93.70736295
1317	93.67921094
1318	93.64697668
1319	93.6277908
1320	93.60407109
1321	93.55950266
1322	93.53241596
1323	93.52309241
1324	93.49395542
1325	93.46749735
1326	93.45510767
1327	93.42362267
1328	93.38808258
1329	93.36373165
1330	93.34498296
1331	93.31939109
1332	93.29544608
1333	93.26940699
1334	93.2444514
1335	93.21950685
1336	93.19408823
1337	93.17158516
1338	93.12057598
1339	93.09683897
1340	93.074113
1341	93.05565086
1342	93.03407447
1343	92.9905598
1344	92.96381911
1345	92.94343209
1346	92.88667449
1347	92.86991025
1348	92.83987073
1349	92.8060074
1350	92.7790665
1351	92.73688991
1352	92.71511106
1353	92.69840606
1354	92.66787268
1355	92.61785444
1356	92.59713778
1357	92.58002646
1358	92.55086926
1359	92.51615553
1360	92.48897332
1361	92.46528227
1362	92.45245028
1363	92.4047878
1364	92.37668609
1365	92.34354257
1366	92.3087643
1367	92.27730292
1368	92.25434085
1369	92.23970705
1370	92.2015187
1371	92.16439927
1372	92.1415344
1373	92.10616378
1374	92.06218179
1375	92.02586605
1376	91.99325032
1377	91.97672829
1378	91.96236837
1379	91.93644716
1380	91.90435553
1381	91.86140514
1382	91.83916151
1383	91.82015816
1384	91.77613459
1385	91.73604906
1386	91.71015779
1387	91.69161513
1388	91.65900709
1389	91.64010435
1390	91.62435048
1391	91.60270925
1392	91.58467222
1393	91.5615834
1394	91.5333912
1395	91.50515767
1396	91.46377494
1397	91.43985872
1398	91.41401358
1399	91.37383052
1400	91.34901036
1401	91.32860032
1402	91.31484493
1403	91.26745181
1404	91.25172855
1405	91.22366071
1406	91.19591743
1407	91.17042688
1408	91.15491723
1409	91.11447151
1410	91.08154502
1411	91.05577242
1412	91.03573161
1413	91.02163257
1414	91.00496903
1415	90.98634485
1416	90.95872525
1417	90.93796904
1418	90.91731789
1419	90.89724175
1420	90.87244768
1421	90.85972555
1422	90.83312473
1423	90.79010289
1424	90.7442699
1425	90.7199124
1426	90.69997632
1427	90.68333633
1428	90.66127609
1429	90.62811986
1430	90.59944317
1431	90.57955356
1432	90.56844252
1433	90.54239317
1434	90.51452866
1435	90.47585503
1436	90.46049178
1437	90.42941298
1438	90.41438546
1439	90.40326163
1440	90.38787367
1441	90.37514257
1442	90.33882963
1443	90.30702338
1444	90.27907251
1445	90.25349833
1446	90.23989135
1447	90.22742486
1448	90.20613089
1449	90.18251052
1450	90.15622226
1451	90.11907823
1452	90.11120884
1453	90.06830612
1454	90.047506
1455	90.02767869
1456	89.98293725
1457	89.93391519
1458	89.90729811
1459	89.8807454
1460	89.85953663
1461	89.84757495
1462	89.81545574
1463	89.78720467
1464	89.75024945
1465	89.73415589
1466	89.71393224
1467	89.70075191
1468	89.66269285
1469	89.64297783
1470	89.62965724
1471	89.60130373
1472	89.58450053
1473	89.56780151
1474	89.54501146
1475	89.53057247
1476	89.51009627
1477	89.47591716
1478	89.44619343
1479	89.42435892
1480	89.40844649
1481	89.38679577
1482	89.36043292
1483	89.33507094
1484	89.30709569
1485	89.28113367
1486	89.25649811
1487	89.23336955
1488	89.19725574
1489	89.17904883
1490	89.13094395
1491	89.10873652
1492	89.09287909
1493	89.06381326
1494	89.02915513
1495	88.99745839
1496	88.98431695
1497	88.95131688
1498	88.91915242
1499	88.87871379
1500	88.84997494
1501	88.83288752
1502	88.80049255
1503	88.78779114
1504	88.76592586
1505	88.74230807
1506	88.71401438
1507	88.69626174
1508	88.67715654
1509	88.6403011
1510	88.6263487
1511	88.60648544
1512	88.55596981
1513	88.53155819
1514	88.49123885
1515	88.47381667
1516	88.44514243
1517	88.41031559
1518	88.37331748
1519	88.34324213
1520	88.31882259
1521	88.30485622
1522	88.2874342
1523	88.26919948
1524	88.23989025
1525	88.21603335
1526	88.16690652
1527	88.14458033
1528	88.12450135
1529	88.10907872
1530	88.06056737
1531	88.04166679
1532	88.01337178
1533	87.99015849
1534	87.96965343
1535	87.95011221
1536	87.9164767
1537	87.88075291
1538	87.86312748
1539	87.8419721
1540	87.81706134
1541	87.80619568
1542	87.77332949
1543	87.76108908
1544	87.73533059
1545	87.70557713
1546	87.68329628
1547	87.65251653
1548	87.63185727
1549	87.61812698
1550	87.59646208
1551	87.57976674
1552	87.56067448
1553	87.53711042
1554	87.51080708
1555	87.49120963
1556	87.46548688
1557	87.43300452
1558	87.39627226
1559	87.37238353
1560	87.35036186
1561	87.32084784
1562	87.30014126
1563	87.28349475
1564	87.25876203
1565	87.24334614
1566	87.22918234
1567	87.19073658
1568	87.16606816
1569	87.14493603
1570	87.11961574
1571	87.09945767
1572	87.0805832
1573	87.06115261
1574	87.01038369
1575	86.99282211
1576	86.97998589
1577	86.9444975
1578	86.92386957
1579	86.8971092
1580	86.88253348
1581	86.86235291
1582	86.84633389
1583	86.82155486
1584	86.8014429
1585	86.7527388
1586	86.72648564
1587	86.70881243
1588	86.69595274
1589	86.6762969
1590	86.66017909
1591	86.62349812
1592	86.58721636
1593	86.56392221
1594	86.55078355
1595	86.53328091
1596	86.49106465
1597	86.47922684
1598	86.46004869
1599	86.43587822
1600	86.41142747
1601	86.38644797
1602	86.34541787
1603	86.33451221
1604	86.29938912
1605	86.27055781
1606	86.24649232
1607	86.21708979
1608	86.20615415
1609	86.18623241
1610	86.16572461
1611	86.1351996
1612	86.11110315
1613	86.08543344
1614	86.05093838
1615	86.02891928
1616	86.01554525
1617	85.99790252
1618	85.97372362
1619	85.95853534
1620	85.94390059
1621	85.92212176
1622	85.91035292
1623	85.90035259
1624	85.88983021
1625	85.87280096
1626	85.85296463
1627	85.83589711
1628	85.81370742
1629	85.80258106
1630	85.7712875
1631	85.74981933
1632	85.72475773
1633	85.70337142
1634	85.68236449
1635	85.66315815
1636	85.64642485
1637	85.62243196
1638	85.59827559
1639	85.58120163
1640	85.55647353
1641	85.52781395
1642	85.50489682
1643	85.48238581
1644	85.46353242
1645	85.42014758
1646	85.40502132
1647	85.3875932
1648	85.36212268
1649	85.31465441
1650	85.28886825
1651	85.27416082
1652	85.25097964
1653	85.23417406
1654	85.21285901
1655	85.20232531
1656	85.1848758
1657	85.17000157
1658	85.14013877
1659	85.11515603
1660	85.0904927
1661	85.06924833
1662	85.03473371
1663	85.01492938
1664	84.98801783
1665	84.96751547
1666	84.94309224
